SiteID,Species,SnailID,datetest_1,datetest_2,early_death,time_1,dist_1,time_2,dist_2,food_1,food_2
7,Cornu_aspersum,7O_Co,2022-04-26,2022-05-03,FALSE,90,33.2,90,19.1,0.16,0.19
7,Cornu_aspersum,7P_Co,2022-04-26,2022-05-03,FALSE,80,114.5,90,47.7,0.57,0.66
9,Cornu_aspersum,9A_Co,2022-05-02,2022-05-09,FALSE,90,47.1,90,67.8,0.48,0.38
9,Cornu_aspersum,9B_Co,2022-05-02,2022-05-09,FALSE,90,31,74,95,0.65,0.02
9,Cornu_aspersum,9C_Co,2022-05-02,2022-05-09,FALSE,76,99.8,90,74.6,0.44,0.49
9,Cornu_aspersum,9D_Co,2022-05-02,2022-05-09,FALSE,90,55.5,73,109,0.47,0.3
9,Cornu_aspersum,9E_Co,2022-05-02,2022-05-09,FALSE,90,107.6,56,103.3,0.77,0.42
9,Cornu_aspersum,9F_Co,2022-05-02,2022-05-09,FALSE,90,20.6,90,69.1,0.71,0.44
9,Cornu_aspersum,9G_Co,2022-05-02,2022-05-09,FALSE,50,76.8,90,79.1,0.87,0.43
9,Cornu_aspersum,9H_Co,2022-05-02,2022-05-09,FALSE,90,58.9,90,57.7,0.62,0.47
9,Cornu_aspersum,9I_Co,2022-05-02,2022-05-09,FALSE,51,88.4,51,91,0.8,0.6
9,Cornu_aspersum,9J_Co,2022-05-02,2022-05-09,FALSE,63,117.2,66,85,0.79,0.5
9,Cornu_aspersum,9K_Co,2022-05-02,2022-05-09,FALSE,90,51.5,90,77.6,0.86,0.53
9,Cornu_aspersum,9L_Co,2022-05-02,2022-05-09,FALSE,85,109.4,90,90.1,0.35,0.45
9,Cornu_aspersum,9M_Co,2022-05-02,2022-05-09,FALSE,38,82.9,90,19.1,0.94,0.81
9,Cornu_aspersum,9N_Co,2022-05-02,2022-05-09,FALSE,40,77.5,90,44.7,0.76,0.49
9,Cornu_aspersum,9O_Co,2022-05-02,2022-05-09,FALSE,83,112.5,90,34.7,0.43,0.44
9,Cornu_aspersum,9P_Co,2022-05-02,2022-05-09,FALSE,90,62.5,90,57.8,0.28,0.46
9,Cornu_aspersum,9Q_Co,2022-05-02,2022-05-09,FALSE,90,89.5,90,32.1,0.44,0.53
9,Cornu_aspersum,9R_Co,2022-05-02,2022-05-09,FALSE,81,80.4,48,85.1,0.78,0.8
9,Cornu_aspersum,9S_Co,2022-05-02,2022-05-09,FALSE,90,66.5,90,36.1,0.28,0.33
9,Cornu_aspersum,9T_Co,2022-05-02,2022-05-09,FALSE,90,81.5,60,103.6,0.32,0.25
10,Cornu_aspersum,10A_Co,2022-04-27,2022-05-04,FALSE,90,51.1,90,45.2,0.23,0.29
10,Cornu_aspersum,10B_Co,2022-04-27,2022-05-04,FALSE,90,10.3,90,39.3,0.22,0.07
10,Cornu_aspersum,10C_Co,2022-04-27,2022-05-04,FALSE,90,59.7,90,31.6,0.23,0.06
10,Cornu_aspersum,10D_Co,2022-04-27,2022-05-04,FALSE,90,33,90,45.3,0.19,0.35
10,Cornu_aspersum,10E_Co,2022-04-27,2022-05-04,FALSE,90,14,90,19.2,0.31,0.27
10,Cornu_aspersum,10F_Co,2022-04-27,2022-05-04,FALSE,69,79.8,90,94,0.3,0.65
10,Cornu_aspersum,10G_Co,2022-04-27,2022-05-04,FALSE,90,17.6,90,53.8,0.09,0.12
10,Cornu_aspersum,10H_Co,2022-04-27,2022-05-04,FALSE,90,48.2,90,68,0.24,0.11
10,Cornu_aspersum,10I_Co,2022-04-27,2022-05-04,FALSE,90,66.2,NA,NA,0.38,0
10,Cornu_aspersum,10J_Co,2022-04-27,2022-05-04,FALSE,90,19.7,90,28.9,0.21,0.2
10,Cornu_aspersum,10K_Co,2022-04-27,2022-05-04,FALSE,90,25.4,90,22.8,0.18,0.32
10,Cornu_aspersum,10L_Co,2022-04-27,2022-05-04,FALSE,90,84.7,90,88.7,0.26,0.58
10,Cornu_aspersum,10M_Co,2022-04-27,2022-05-04,FALSE,62,96.8,90,9.8,0.32,0.25
10,Cornu_aspersum,10N_Co,2022-04-27,2022-05-04,FALSE,48,86.8,54,83.6,0.74,0.43
10,Cornu_aspersum,10O_Co,2022-04-27,2022-05-04,FALSE,90,77.5,90,63.2,0.38,0.16
10,Cornu_aspersum,10P_Co,2022-04-27,2022-05-04,FALSE,82,79.4,90,65.1,0.46,0.45
10,Cornu_aspersum,10Q_Co,2022-04-27,2022-05-04,FALSE,90,93,90,49.6,0.13,0.35
10,Cornu_aspersum,10R_Co,2022-04-27,2022-05-04,FALSE,90,63.7,90,31.1,0.21,0.45
10,Cornu_aspersum,10S_Co,2022-04-27,2022-05-04,FALSE,NA,NA,NA,NA,0,0.2
10,Cornu_aspersum,10T_Co,2022-04-27,2022-05-04,FALSE,90,34.7,90,33.9,0.08,0.24
11,Cornu_aspersum,11A_Co,2022-05-03,2022-05-10,FALSE,90,84.1,90,92.2,0.16,0.26
11,Cornu_aspersum,11B_Co,2022-05-03,2022-05-10,FALSE,90,78.8,61,86.3,0.27,0.35
11,Cornu_aspersum,11C_Co,2022-05-03,2022-05-10,FALSE,90,27.1,74,104.8,0.94,0.36
11,Cornu_aspersum,11D_Co,2022-05-03,2022-05-10,FALSE,90,77.6,90,73,0.27,0.26
11,Cornu_aspersum,11E_Co,2022-05-03,2022-05-10,FALSE,90,73.8,90,99.2,0.64,0.03
11,Cornu_aspersum,11F_Co,2022-05-03,2022-05-10,FALSE,90,69.8,90,74.8,0.28,0.4
11,Cornu_aspersum,11G_Co,2022-05-03,2022-05-10,FALSE,77,86.4,90,69.3,0.98,0.53
11,Cornu_aspersum,11H_Co,2022-05-03,2022-05-10,FALSE,90,56.3,90,66.9,0.42,0.44
11,Cornu_aspersum,11I_Co,2022-05-03,2022-05-10,FALSE,51,81,58,83.6,1.18,0.51
11,Cornu_aspersum,11J_Co,2022-05-03,2022-05-10,FALSE,90,36.6,90,37.8,1.12,0.9
11,Cornu_aspersum,11K_Co,2022-05-03,2022-05-10,FALSE,90,50,90,62.5,0.09,0.42
11,Cornu_aspersum,11L_Co,2022-05-03,2022-05-10,FALSE,90,37.5,89,85.6,0.56,0.34
11,Cornu_aspersum,11M_Co,2022-05-03,2022-05-10,FALSE,90,40.7,90,58,0.61,0.41
11,Cornu_aspersum,11N_Co,2022-05-03,2022-05-10,FALSE,56,93,40,82.4,0.8,0.88
11,Cornu_aspersum,11O_Co,2022-05-03,2022-05-10,FALSE,NA,NA,84,75,0.77,0.63
11,Cornu_aspersum,11P_Co,2022-05-03,2022-05-10,FALSE,90,59.9,69,91.9,1.06,0.77
11,Cornu_aspersum,11Q_Co,2022-05-03,2022-05-10,FALSE,90,86.7,67,116.8,0.55,0.83
11,Cornu_aspersum,11R_Co,2022-05-03,2022-05-10,FALSE,90,41.5,90,54.4,0.74,0.64
11,Cornu_aspersum,11S_Co,2022-05-03,2022-05-10,FALSE,90,11.1,70,110.1,0.59,0.59
11,Cornu_aspersum,11T_Co,2022-05-03,2022-05-10,FALSE,90,54.2,90,62.9,0.38,0.32
12,Cornu_aspersum,12A_Co,2022-04-26,2022-05-03,FALSE,75,92.7,90,37.6,0.86,0.51
12,Cornu_aspersum,12B_Co,2022-04-26,2022-05-03,FALSE,90,73.6,90,72.6,0.2,0.39
12,Cornu_aspersum,12C_Co,2022-04-26,2022-05-03,FALSE,68,81.4,90,102.5,0.46,0.43
12,Cornu_aspersum,12D_Co,2022-04-26,2022-05-03,FALSE,49,85.3,57,80.2,0.49,0.17
12,Cornu_aspersum,12E_Co,2022-04-26,2022-05-03,FALSE,90,130.3,90,64.6,0.17,0.29
12,Cornu_aspersum,12F_Co,2022-04-26,2022-05-03,FALSE,74,103.8,90,96.3,0.36,0.55
12,Cornu_aspersum,12G_Co,2022-04-26,2022-05-03,FALSE,52,78.9,62,88.5,0.3,0.48
12,Cornu_aspersum,12H_Co,2022-04-26,2022-05-03,FALSE,64,111.4,41,80.5,0.22,0
12,Cornu_aspersum,12I_Co,2022-04-26,2022-05-03,FALSE,90,21.7,58,81.8,0.46,0.73
12,Cornu_aspersum,12J_Co,2022-04-26,2022-05-03,FALSE,53,79,53,82.4,0.18,0.34
12,Cornu_aspersum,12K_Co,2022-04-26,2022-05-03,FALSE,75,88.8,62,77,0.45,0.56
12,Cornu_aspersum,12L_Co,2022-04-26,2022-05-03,FALSE,60,99.4,80,99,0.48,0.86
12,Cornu_aspersum,12M_Co,2022-04-26,2022-05-03,FALSE,90,27.7,90,30.1,0.5,0.98
12,Cornu_aspersum,12N_Co,2022-04-26,2022-05-03,FALSE,90,35.5,90,61.4,0.49,0.51
12,Cornu_aspersum,12O_Co,2022-04-26,2022-05-03,FALSE,90,64.7,90,64.4,0.34,0.83
12,Cornu_aspersum,12P_Co,2022-04-26,2022-05-03,FALSE,90,165.8,90,153.7,0.23,0.48
12,Cornu_aspersum,12Q_Co,2022-04-26,2022-05-03,FALSE,90,58.9,90,33.6,0.32,0.68
12,Cornu_aspersum,12R_Co,2022-04-26,2022-05-03,FALSE,78,102.9,74,111.3,0.14,0.55
12,Cornu_aspersum,12S_Co,2022-04-26,2022-05-03,FALSE,61,110.7,90,80.9,0.26,0.56
13,Cornu_aspersum,13A_Co,2022-04-28,2022-05-05,FALSE,90,46.6,90,31.3,0.76,0.89
13,Cornu_aspersum,13B_Co,2022-04-28,2022-05-05,FALSE,90,29.2,90,34.7,0.56,0.59
13,Cornu_aspersum,13C_Co,2022-04-28,2022-05-05,FALSE,73,76.9,75,79.7,0.51,0.48
13,Cornu_aspersum,13D_Co,2022-04-28,2022-05-05,FALSE,81,76,90,37.9,0.62,0.67
13,Cornu_aspersum,13E_Co,2022-04-28,2022-05-05,FALSE,90,39.8,90,23.5,0.46,0.72
13,Cornu_aspersum,13F_Co,2022-04-28,2022-05-05,FALSE,90,42.1,90,59.9,0.15,0.42
13,Cornu_aspersum,13G_Co,2022-04-28,2022-05-05,FALSE,80,81.3,90,33.8,0.23,0.37
13,Cornu_aspersum,13H_Co,2022-04-28,2022-05-05,FALSE,90,87.6,88,99.9,0.56,0.73
13,Cornu_aspersum,13I_Co,2022-04-28,2022-05-05,FALSE,50,78.5,90,67,0.08,0.61
13,Cornu_aspersum,13J_Co,2022-04-28,2022-05-05,FALSE,86,79.3,90,34.7,0.4,0.55
13,Cornu_aspersum,13K_Co,2022-04-28,2022-05-05,FALSE,90,85.3,90,82.3,1,1.03
13,Cornu_aspersum,13L_Co,2022-04-28,2022-05-05,FALSE,NA,NA,70,88.4,0.59,0.44
13,Cornu_aspersum,13M_Co,2022-04-28,2022-05-05,FALSE,90,62.6,90,60.1,0.51,0.77
13,Cornu_aspersum,13N_Co,2022-04-28,2022-05-05,FALSE,90,24.5,87,117.8,0.59,0.72
13,Cornu_aspersum,13O_Co,2022-04-28,2022-05-05,FALSE,57,111.1,54,85.7,0.56,0.65
13,Cornu_aspersum,13P_Co,2022-04-28,2022-05-05,FALSE,53,84.3,90,35.8,0.51,0.79
13,Cornu_aspersum,13Q_Co,2022-04-28,2022-05-05,FALSE,90,34.4,90,30.1,0.79,0.68
13,Cornu_aspersum,13R_Co,2022-04-28,2022-05-05,FALSE,90,41.5,90,25.3,0.44,0.63
13,Cornu_aspersum,13S_Co,2022-04-28,2022-05-05,FALSE,90,61.5,73,101.7,0.76,0.67
13,Cornu_aspersum,13T_Co,2022-04-28,2022-05-05,TRUE,NA,NA,NA,NA,NA,NA
14,Cornu_aspersum,14A_Co,2022-05-05,2022-05-12,FALSE,90,29.4,73,83,1.12,1.02
14,Cornu_aspersum,14B_Co,2022-05-05,2022-05-12,FALSE,55,91.5,51,88.9,0.98,0.98
14,Cornu_aspersum,14C_Co,2022-05-05,2022-05-12,FALSE,90,71.5,62,94.1,0.85,0.7
14,Cornu_aspersum,14D_Co,2022-05-05,2022-05-12,FALSE,57,109.5,77,107.3,0.33,0.64
14,Cornu_aspersum,14E_Co,2022-05-05,2022-05-12,FALSE,89,94.1,90,81.7,0.44,0.35
14,Cornu_aspersum,14F_Co,2022-05-05,2022-05-12,FALSE,90,106.6,60,79.2,0.91,0.62
14,Cornu_aspersum,14G_Co,2022-05-05,2022-05-12,FALSE,85,96.4,78,82.3,0.89,0.99
14,Cornu_aspersum,14H_Co,2022-05-05,2022-05-12,FALSE,NA,NA,NA,NA,0.47,0.56
14,Cornu_aspersum,14I_Co,2022-05-05,2022-05-12,FALSE,46,71.2,90,66.1,0.48,0.67
14,Cornu_aspersum,14J_Co,2022-05-05,2022-05-12,FALSE,68,77.5,NA,NA,0.75,0.59
14,Cornu_aspersum,14K_Co,2022-05-05,2022-05-12,FALSE,87,112.3,90,41.9,0.51,0.76
14,Cornu_aspersum,14L_Co,2022-05-05,2022-05-12,FALSE,63,110,68,104.4,0.79,0.8
14,Cornu_aspersum,14M_Co,2022-05-05,2022-05-12,FALSE,73,83.7,90,74.7,0.88,0.88
14,Cornu_aspersum,14N_Co,2022-05-05,2022-05-12,FALSE,57,77.2,72,96.5,0.76,1.17
14,Cornu_aspersum,14O_Co,2022-05-05,2022-05-12,FALSE,90,5.4,NA,NA,0.57,0.75
14,Cornu_aspersum,14P_Co,2022-05-05,2022-05-12,FALSE,90,11.7,53,100.2,0.65,0.83
14,Cornu_aspersum,14Q_Co,2022-05-05,2022-05-12,FALSE,75,112.4,90,57.6,0.81,0.95
14,Cornu_aspersum,14R_Co,2022-05-05,2022-05-12,TRUE,NA,NA,NA,NA,NA,NA
15,Cepaea_nemoralis,15A_Ce,2022-04-28,2022-05-05,FALSE,50,107,43,92.3,0.12,0.23
15,Cepaea_nemoralis,15B_Ce,2022-04-28,2022-05-05,FALSE,47,79.2,90,96.5,0.2,0.1
15,Cepaea_nemoralis,15C_Ce,2022-04-28,2022-05-05,FALSE,90,42.6,43,80,0.1,0.24
15,Cepaea_nemoralis,15D_Ce,2022-04-28,2022-05-05,FALSE,46,85,63,126.1,0.09,0.16
15,Cepaea_nemoralis,15E_Ce,2022-04-28,2022-05-05,FALSE,80,130,57,101.8,0.07,0.21
15,Cepaea_nemoralis,15F_Ce,2022-04-28,2022-05-05,FALSE,90,110.7,59,94.3,0.23,0.17
15,Cepaea_nemoralis,15G_Ce,2022-04-28,2022-05-05,FALSE,55,95.3,61,107.8,0.2,0.3
15,Cepaea_nemoralis,15H_Ce,2022-04-28,2022-05-05,FALSE,71,88.2,90,45.3,0.2,0.25
15,Cepaea_nemoralis,15I_Ce,2022-04-28,2022-05-05,FALSE,90,100.7,45,92.2,0.16,0.06
15,Cepaea_nemoralis,15J_Ce,2022-04-28,2022-05-05,FALSE,90,106,65,102.7,0.1,0.13
15,Cepaea_nemoralis,15K_Ce,2022-04-28,2022-05-05,FALSE,80,107.1,80,109.7,0.1,0.21
15,Cepaea_nemoralis,15L_Ce,2022-04-28,2022-05-05,FALSE,53,97.2,45,90,0.17,0.15
15,Cepaea_nemoralis,15M_Ce,2022-04-28,2022-05-05,FALSE,40,79.6,72,81.6,0.09,0.16
15,Cepaea_nemoralis,15N_Ce,2022-04-28,2022-05-05,FALSE,60,113,48,82.6,0.21,0.22
15,Cepaea_nemoralis,15O_Ce,2022-04-28,2022-05-05,FALSE,77,115.7,70,79.7,0.11,0.13
15,Cepaea_nemoralis,15P_Ce,2022-04-28,2022-05-05,FALSE,47,91.2,65,96.4,0.27,0.26
15,Cepaea_nemoralis,15Q_Ce,2022-04-28,2022-05-05,FALSE,90,133.2,52,93.3,0.12,0.16
15,Cepaea_nemoralis,15R_Ce,2022-04-28,2022-05-05,FALSE,88,102,88,108.2,0.13,0.16
15,Cepaea_nemoralis,15S_Ce,2022-04-28,2022-05-05,FALSE,60,97.3,90,70.2,0.02,0.05
15,Cepaea_nemoralis,15T_Ce,2022-04-28,2022-05-05,FALSE,45,91.4,46,121,0.09,0.09
